Optimizer,learning_rate,epoch,loss
Adadelta,1.00e-01,57,6511918
Adadelta,1.00e-01,58,6508094
Adadelta,1.00e-01,59,6504232
Adadelta,1.00e-01,60,6500328
Adadelta,1.00e-01,61,6496386
Adadelta,1.00e-01,62,6492405
Adadelta,1.00e-01,63,6488383
Adadelta,1.00e-01,64,6484323
Adadelta,1.00e-01,65,6480224
Adadelta,1.00e-01,66,6476085
Adadelta,1.00e-01,67,6471909
Adadelta,1.00e-01,68,6467693
Adadelta,1.00e-01,69,6463438
Adadelta,1.00e-01,70,6459144
Adadelta,1.00e-01,71,6454811
Adadelta,1.00e-01,72,6450440
Adadelta,1.00e-01,73,6446030
Adadelta,1.00e-01,74,6441582
Adadelta,1.00e-01,75,6437095
Adadelta,1.00e-01,76,6432569
Adadelta,1.00e-01,77,6428005
Adadelta,1.00e-01,78,6423405
Adadelta,1.00e-01,79,6418763
Adadelta,1.00e-01,80,6414086
Adadelta,1.00e-01,81,6409370
Adadelta,1.00e-01,82,6404617
Adadelta,1.00e-01,83,6399825
Adadelta,1.00e-01,84,6394997
Adadelta,1.00e-01,85,6390129
Adadelta,1.00e-01,86,6385225
Adadelta,1.00e-01,87,6380284
Adadelta,1.00e-01,88,6375304
Adadelta,1.00e-01,89,6370288
Adadelta,1.00e-01,90,6365235
Adadelta,1.00e-01,91,6360144
Adadelta,1.00e-01,92,6355016
Adadelta,1.00e-01,93,6349853
Adadelta,1.00e-01,94,6344651
Adadelta,1.00e-01,95,6339413
Adadelta,1.00e-01,96,6334137
Adadelta,1.00e-01,97,6328827
Adadelta,1.00e-01,98,6323479
Adadelta,1.00e-01,99,6318096
Adadelta,1.00e-01,100,6312675
